schema_name,document_type,schema_strata_name,base_path
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/annual-tax-on-enveloped-dwellings-ated
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/creative-industry-tax-reliefs
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/group-payments-arrangements
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/employer-enquiries
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/child-trust-fund
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/stamp-duty-land-tax
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/construction-industry-scheme-payments
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/climate-change-levy
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/vat-annual-accounting-scheme
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/debt-collection-confirm-the-identity-of-hmrc-staff
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/excise-movement-and-control-system-emcs-online-services-helpdesk
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/aggregates-levy
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/self-assessment-forms-ordering
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/help-to-save-scheme
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/reporting-fraudulent-emails
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/high-net-worth-unit
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/soft-drinks-industry-levy
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/general-guarantee-accounts
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/national-imports-reliefs-unit
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/the-certificate-of-tax-deposit-scheme-enquiries
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/income-tax-enquiries-for-self-employed
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/deferred-national-insurance-contributions-payments
contact,contact,contact,/government/organisations/legal-aid-agency/contact/legal-aid-agency-customer-services
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/pension-scheme-enquiries
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/shares-and-assets-valuation-enquiries
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/get-help-with-the-coronavirus-job-retention-scheme
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/insurance-premium-tax
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/tax-credits-enquiries
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/complain-about-hmrc
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/vat-payments
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/alcohol-and-tobacco-warehousing-declaration-atwd-online-services-helpdesk
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/coronavirus-covid-19-helpline
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/overseas-tax-administrations-help-from-hmrc-experts
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/new-computerised-transit-system-enquiries
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/employer-enquiries-support-for-new-employers
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/national-insurance-numbers
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/national-minimum-wage-enquiries-and-complaints
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/national-clearance-hub
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/get-help-with-the-self-employment-income-support-scheme
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/agent-dedicated-line-self-assessment-or-paye-for-individuals
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/vat-customs-and-excise-and-duties-enquiries-for-welsh-speaking-customers
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/employers-how-to-confirm-an-employee-tax-code
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/personal-transport-unit-enquiries
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/excise-enquiries
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/tax-enquiries-for-crown-servants-abroad
contact,contact,contact,/government/organisations/hm-revenue-customs/contact/statutory-payment-dispute-team
corporate_information_page,about,corporate_information_page,/government/organisations/admiralty-court/about
corporate_information_page,publication_scheme,corporate_information_page,/government/organisations/police-advisory-board-for-england-and-wales/about/publication-scheme
corporate_information_page,access_and_opening,corporate_information_page,/government/organisations/environment-agency/about/access-and-opening
corporate_information_page,about,corporate_information_page,/government/organisations/independent-complaints-reviewer/about
corporate_information_page,about,corporate_information_page,/government/organisations/fisheries-conservancy-board-for-northern-ireland/about
corporate_information_page,modern_slavery_statement,corporate_information_page,/government/organisations/department-of-health-and-social-care/about/modern-slavery-statement
corporate_information_page,about,corporate_information_page,/government/organisations/radioactive-waste-management/about
corporate_information_page,our_governance,corporate_information_page,/government/organisations/foreign-commonwealth-office/about/our-governance
corporate_information_page,accessible_documents_policy,corporate_information_page,/government/organisations/department-for-digital-culture-media-sport/about/accessible-documents-policy
corporate_information_page,complaints_procedure,corporate_information_page,/government/organisations/office-of-the-public-guardian/about/complaints-procedure
corporate_information_page,complaints_procedure,corporate_information_page,/government/organisations/intellectual-property-office/about/complaints-procedure
corporate_information_page,about,corporate_information_page,/government/organisations/office-of-the-identity-commissioner/about
corporate_information_page,about,corporate_information_page,/government/organisations/bona-vacantia/about
corporate_information_page,recruitment,corporate_information_page,/government/organisations/defence-science-and-technology-laboratory/about/recruitment
corporate_information_page,about,corporate_information_page,/government/organisations/defence-bills-agency/about
corporate_information_page,recruitment,corporate_information_page,/government/organisations/forestry-commission/about/recruitment
corporate_information_page,about,corporate_information_page,/government/organisations/army-base-repair-organisation/about
corporate_information_page,complaints_procedure,corporate_information_page,/government/organisations/traffic-commissioners/about/complaints-procedure
corporate_information_page,our_governance,corporate_information_page,/government/organisations/planning-inspectorate/about/our-governance
corporate_information_page,about,corporate_information_page,/government/organisations/department-for-international-trade-defence-and-security-organisation/about
corporate_information_page,about,corporate_information_page,/government/organisations/youth-custody-service/about
corporate_information_page,membership,corporate_information_page,/government/organisations/insolvency-rules-committee/about/membership
corporate_information_page,about,corporate_information_page,/government/organisations/science-advisory-council/about
corporate_information_page,recruitment,corporate_information_page,/government/organisations/government-property-agency/about/recruitment
corporate_information_page,modern_slavery_statement,corporate_information_page,/government/organisations/nuclear-waste-services/about/modern-slavery-statement
corporate_information_page,about,corporate_information_page,/government/organisations/dartmoor-national-park-authority/about
corporate_information_page,about,corporate_information_page,/government/organisations/independent-family-returns-panel/about
corporate_information_page,about,corporate_information_page,/government/organisations/council-for-science-and-technology/about
corporate_information_page,about,corporate_information_page,/government/organisations/agricultural-dwelling-house-advisory-committees-x16/about
corporate_information_page,media_enquiries,corporate_information_page,/government/organisations/homes-england/about/media-enquiries
corporate_information_page,about,corporate_information_page,/government/organisations/department-of-education/about
corporate_information_page,complaints_procedure,corporate_information_page,/government/organisations/driver-and-vehicle-standards-agency/about/complaints-procedure
corporate_information_page,about,corporate_information_page,/government/organisations/office-of-manpower-economics/about
corporate_information_page,complaints_procedure,corporate_information_page,/government/organisations/cabinet-office/about/complaints-procedure
corporate_information_page,recruitment,corporate_information_page,/government/organisations/office-of-the-advocate-general-for-scotland/about/recruitment
corporate_information_page,terms_of_reference,corporate_information_page,/government/organisations/national-information-board/about/terms-of-reference
corporate_information_page,about,corporate_information_page,/government/organisations/planning-court/about
corporate_information_page,about,corporate_information_page,/government/organisations/northern-ireland-health-and-social-services-estates-agency/about
corporate_information_page,about,corporate_information_page,/government/organisations/pension-protection-fund-ombudsman/about
corporate_information_page,about,corporate_information_page,/government/organisations/certification-officer/about
corporate_information_page,our_governance,corporate_information_page,/government/organisations/atomic-weapons-establishment/about/our-governance
corporate_information_page,about,corporate_information_page,/government/organisations/civil-justice-council/about
corporate_information_page,accessible_documents_policy,corporate_information_page,/government/organisations/maritime-and-coastguard-agency/about/accessible-documents-policy
corporate_information_page,about,corporate_information_page,/government/organisations/defence-communication-services-agency/about
corporate_information_page,our_governance,corporate_information_page,/government/organisations/groceries-code-adjudicator/about/our-governance
corporate_information_page,about,corporate_information_page,/government/organisations/horniman-museum/about
corporate_information_page,about,corporate_information_page,/government/organisations/the-fuel-poverty-advisory-group/about
corporate_information_page,social_media_use,corporate_information_page,/government/organisations/companies-house/about/social-media-use
corporate_information_page,complaints_procedure,corporate_information_page,/government/organisations/trade-remedies-investigations-directorate/about/complaints-procedure
corporate_information_page,accessible_documents_policy,corporate_information_page,/government/organisations/rail-accident-investigation-branch/about/accessible-documents-policy
corporate_information_page,terms_of_reference,corporate_information_page,/government/organisations/airports-commission/about/terms-of-reference
corporate_information_page,about,corporate_information_page,/government/organisations/sellafield-ltd/about
corporate_information_page,procurement,corporate_information_page,/government/organisations/intellectual-property-office/about/procurement
corporate_information_page,our_governance,corporate_information_page,/government/organisations/office-of-the-regulator-of-community-interest-companies/about/our-governance
corporate_information_page,personal_information_charter,corporate_information_page,/government/organisations/ministry-of-justice/about/personal-information-charter
corporate_information_page,about,corporate_information_page,/government/organisations/employment-tribunal/about
corporate_information_page,about,corporate_information_page,/government/organisations/staff-commission-for-education-and-library-boards/about
corporate_information_page,about,corporate_information_page,/government/organisations/northern-ireland-child-support-agency/about
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/sergeant-stuart-gray
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/death-of-a-british-officer-in-iraq-captain-ken-masters
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/colour-sergeant-m-l-powell-and-sergeant-mark-j-mclaren-killed-in-iraq
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/lance-corporal-james-ashworth-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/sergeant-lee-johnson-of-2nd-battalion-the-yorkshire-regiment-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/ministry-of-defence-confirms-the-death-of-lance-corporal-brodie-gillon
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/warrant-officer-class-2-leonard-thomas-guardsman-craig-roderick-and-guardsman-apete-tuisovurua-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/lance-corporal-timothy-flowers-killed-in-iraq
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/sergeant-lee-andrew-houltram-royal-marines-killed-in-afghanistan-on-29-august
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/sapper-luke-allsopp
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/lance-bombardier-james-dwyer-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/lieutenant-antony-king
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/guardsman-karl-whittle-dies-from-wounds-sustained-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/marine-alexander-lucas-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/lance-corporal-sarah-holmes-dies-from-injuries-sustained-in-a-road-traffic-accident-in-qatar
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/marine-neil-david-dunstan-and-marine-robert-joseph-mckibben-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/privates-robert-wood-and-dean-hutchinson-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/lance-corporal-tommy-brown-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/raf-personnel-involved-in-tornado-incident-named
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/guardsman-jamie-shadrake-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/gunner-zak-cusack-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/privates-lewis-hendry-and-conrad-lewis-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/captain-jim-philippson-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/lance-corporal-gajbahadur-gurung-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/lance-corporal-stephen-mckee-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/captain-daniel-shepherd-killed-in-afghanistan--2
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/mod-confirms-the-death-of-corporal-steven-wainwright
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/bombardier-samuel-joseph-robinson-killed-in-afghanistan
fatality_notice,fatality_notice,fatality_notice,/government/fatalities/lieutenant-tom-mildinhall-and-lance-corporal-paul-farrelly-killed-in-iraq
publication,form,form,/government/publications/form-n294-claimants-application-for-a-variation-order
publication,form,form,/government/publications/give-notice-of-continuation-of-moratorium-vam2
publication,form,form,/government/publications/request-to-take-part-in-alternative-compliance-scheme-msf-4753
publication,form,form,/government/publications/give-notice-of-the-liquidators-progress-report-468
publication,form,form,/government/publications/etl-application-checklist-co2-heat-pumps-for-domestic-hot-water
publication,form,form,/government/publications/ofsted-annual-fostering-data-collection
publication,form,form,/government/publications/give-notice-of-order-removing-administrator-from-office-am16
publication,form,form,/government/publications/form-sd2r-statutory-demand-under-section-2681a-of-the-insolvency-act-1986-debt-for-liquidated-sum-payable-immediately
publication,form,form,/government/publications/child-benefit-local-authority-or-care-trust-notification-ch193
publication,form,form,/government/publications/colombia-credit-debit-card-payment-authorisation-slip
publication,form,form,/government/publications/notice-of-application-for-an-extension-to-a-moratorium-period-under-poca
publication,form,form,/government/publications/certify-voluntary-translation-of-original-document-for-a-limited-liability-partnership-ll-vt01
publication,form,form,/government/publications/form-n219-application-for-european-enforcement-order-certificate-judgment-by-agreementadmissionsettlement
publication,form,form,/government/publications/form-pa11-apply-for-power-of-attorney-will
publication,form,form,/government/publications/give-notice-of-a-court-order-in-a-winding-up-for-a-scottish-company-wu01-scot
publication,form,form,/government/publications/confirmation-statement-for-a-scottish-limited-partnership-slp-cs01
publication,form,form,/government/publications/court-of-protection-confirmation-of-proceedings-form-cop15
publication,form,form,/government/publications/form-talg911-notice-of-application-for-use-where-there-is-no-other-dedicated-form
publication,form,form,/government/publications/certificate-of-competency-tug-deckmsf-4260
publication,form,form,/government/publications/etl-application-checklist-dehumidifiers
publication,form,form,/government/publications/insolvency-form-ml2-recognition-order
publication,form,form,/government/publications/retiring-teachers-nomination-form-for-official-letter-of-thanks
publication,form,form,/government/publications/application-for-search-warrant-under-s8-police-and-criminal-evidence-act-1984
publication,form,form,/government/publications/restriction-by-company-request-registration-rqco
publication,form,form,/government/publications/vat-revoking-an-option-to-tax-within-6-month-cooling-off-period-vat1614c
publication,form,form,/government/publications/inheritance-tax-inheritance-tax-account-iht400
publication,form,form,/government/publications/form-n122-particulars-of-claim-for-demotion-order-suspension-of-right-to-buy
publication,form,form,/government/publications/form-d50d-application-for-alteration-of-maintenance-agreement-after-the-death-of-one-of-the-parties-under-s36-of-the-matrimonial-causes-act-1973
publication,form,form,/government/publications/form-d252-notice-of-commencement-of-assessment-of-bill-of-costs
publication,guidance,guidance,/government/publications/local-regulation-excellence-framework
publication,guidance,guidance,/government/publications/seasonal-flu-in-the-children-and-young-peoples-secure-estate
publication,guidance,guidance,/government/publications/medical-practitioners-advice-on-competition-law
publication,guidance,guidance,/government/publications/tax-deduction-scheme-for-interest-bulletin-42--2
publication,guidance,guidance,/government/publications/breast-screening-repeat-mammograms
publication,guidance,guidance,/government/publications/mycobacterial-infections-advice-for-cardiothoracic-surgery-providers
publication,guidance,guidance,/government/publications/interviewing-suspects
publication,guidance,guidance,/government/publications/appeal-a-mental-health-review-tribunal-for-wales-decision-ut8
