base_path
138
1
80566
1
154
1
4
7
1
1
4
2
11
2690
35
13
56
90
6
2
55
2
32
19
24
16
4
9
26
29
70
17
3
10
211
25
41
68
4
74
1
40
9
31
57
29
11
5
14
40
41
129
23
11
16
93
46
73
10
45
276
3
43
2
3
1
2
30
9
3
1
1
1
1
1
1
12
53
40
17
1
9
2
10
2
4
1
10
5
25
4
1
8
77
7
10
10975
96
164
2198
256
1
86
738
1785
87807
1414
2027
387
43
999
899
519
5347
506
36241
6783
283
348
1075
161
1254
8
306
509
4
5
45
61
71
2
105
1
149
129
34
405
2
14
2
194
61
11
14
54
1
171
3
2
72
12
27
19
215
1
34
101
36
2
2
66
5
35
34
126
11
33
141
6
910
9
5
261
95
332
22
988
2
177
372
336
7
2
278
75
130
136
479
89
213
1
9
1
5
1
5
19
3
9
4
1
3
3
1
4
9
3
792
1
21
105
67
14
8
2
16
40
10
4
3
1
1
3
8
11
3
22
2
5
1
1
2
1
1
1
1
2
1
4
2
7
4
1
1
2
1
105
60
3
33
12
1
4
2
6
6
4
1
1
1
2
1
22
2
17
5
2
1
2
2
2
1
18
3
29
2
1
2
1
2
3
1
1
1
10
3
10
3
1
2
2
4
4
2
1
1
1
1
2
13
4
1
2
1
1
21
6
1
1
39
8
54
6
3
2
9
6
5
4
1
1
40
1
4
44
11
5
6
1
9
3
1
7
2
1
1
1
1
18
9
16
1
1
5
3
16
1
1
2
56
2
29
1
1
6
2
4
1
16
10
29
5
4
2
6
16
2
3
2
3
5
7
5
18
10
3
2
2
1
1
2
1
23
2
19
4
1
2
1
11
2
8
4
2
16
1
2
1
1
6
3
1
2
2
1
16
3
5
4
3
3
1
1
1
16
212
28
1236
84
104
898
236
596
129
1709
377
443
595
350
85
16
1162
102
28
181
318
43
151
145
15
667
40
112
345
259
288
144
725
23
629
383
231
140
10
279
81
105
170
327
116
97
2
502
1
52347
275
6
8
2
1
37
4
44
8
3
18
6
30
2
89
1
42
43
46
61
14
7
30
50
32
11
3
5104
187
6731
159
405
3036
4862
1327
463
2842
486
2221
2288
1137
5741
10
454
180
1922
2786
2285
126
285
3480
149
5226
473
127
1317
470
1392
37
4016
191
1980
1895
1077
3735
11
269
284
1515
2735
3913
556
647
1141
4
3
4362
4
3
13
10
8
81
1835
14
1205
16
798
533
303
148
71
820
5
3524
467
201
506
9
160
13
194
562
416
103
1092
601
45
609
42
30
405
26
1270
64
268
2
450
900
878
29
2
46
52
236
415
161
38
13
565
2
1826
4
16
51
2616
2
233
503
304
359
47
154
6
490
548
701
1784
2
619
251
755
372
101
100
965
17
3350
346
339
21
1
72
9
694
47
1308
45
40
268
952
1
9
1288
66
146
132
821
87
73
243
266
30
36
722
48
20
97
346
66
39
1390
79
2733
178
162
1632
1231
1881
1274
2159
1358
1697
3494
1054
390
31
1242
431
279
482
2566
507
320
93
1
157
2
14
21
8
79
22
33
40
66
85
20
23
7
29
38
591
140
61
362
275
51
13
140
63
61
76
170
215
406
94
561
4
65
97
116
432
139
42
94
1
314
79
51
9
11
98
189
18
7
59
226
3
5
41
72
8
9
15
4
3
291
3
2
1
1
175
1
2198
1688
6
6
568
178
499
56
1427
17
292
877
613
52
249
327
132
1139
808
816
244
277
2489
3
1026
5
28
25
92
161
2
8221
5
5183
24
36
17
67
7
23
236
1
3
2711
5
1474
594
37
1013
322
641
90
1226
30
386
2963
575
63
74
258
201
1097
527
410
759
284
575
119
1283
106
65
781
123
204
417
1314
11
1487
885
345
934
8
1478
76
422
524
504
107
172
78
12
201
11
7
90
80
65
35
114
5
41
197
9
8
3
11
31
3
30
75
10
26
15
10
4
575
218
1
3
2
1
2
2
18
1
1067
2
2355
1003
21
432
169
1423
97
2136
5
646
1350
429
311
497
349
71
480
755
267
521
2
1
13
30
9
198
5
44
16
177
13
437
15
55
43
38
1
49
35
9
2
134
10
19
1151
64
885
270
1056
664
136
502
227
340
21
6997
210
438
613
147
33
605
444
526
57
29
468
2
16
4
6
2
3
43
17
59
4
20
7
47
1
11
3
28
117
5
62
2
15
14
40
2
2
7
114
22
107
44
55
21
40
13
25
2
60
42
20
83
1
36
24
37
4
7
1123
98
1395
114
2
407
338
512
9
650
12
638
195
185
2327
1
53
67
310
658
301
102
62
175
5
217
13
1
316
8
80
14
80
7
114
23
98
129
2
90
54
587
2
6
45
120
1
65
3
36
14
222
1
111
14
121
23
14
18
23
140
1
26
16
1
2
21
10
4
2
1
7
7
8
1
1281
27
5
6
15
58
9
18
10
1
48
1
25
18
5
21
17
1
4
21
5
11
10
15
1
23
8
3
1861
66
1
36
23
17
43
10
54
22
34
100
41
5
7
6
440
198
28
9
23
4
88
18
305
25
66
1
161
66
3
18
9
4
2
1
1
4
1
5
54
650
2
6
